comment,identity_attack,insult,obscene,severe_toxicity,sexual_explicit,threat,toxicity
Gerey bir düşünesen sora diyesen birleşsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"️Shot yazır ki, 200-ə qədər insan yanan Krokusda tələyə düşə bilər, onların arasında uşaqlar da var.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Əsas məsələ gözəl prezident olub olması deyil əsas məsələ camahatin xain olmamasi və öz haqqını tələb etmesidi ki bunlar bizdə olmayan şeylərdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sən belə danışırsan həmcinslərinin hamısı kişidirmi səncə hər şalvar geyinib küçəyə düşən ? Tamam bu qadınları döyən söyən sanki özü çox təmizmiş kimi əxlaq dərsi keçən evdə mədəniyyət çöldə pozgunluq yayan kimdi,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Varyoxna nehlet maksim medeni şekilde dereç,0.0,1.0,1.0,0.0,0.0,0.0,1.0
abi bu siqareti tərgitməyə yarıyar ancaq),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prablem oduki bəxtəvərlərin ürəyin istiyən qədər oyunçusu var əvəz eləməyə bizdə əsas adamlar ilk 11 dədi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Elə öz bədənini satdıqlarına qızını da satıb, tam məlumatda elə deyilir",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Konkret səndə nə hə deyirsən nə yox gedək asan xidmətə?,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Heyvan ölende mundar olur,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Keçmişde cahillik olub söz yox.Ama o zamankı insanın oyrenme qabiliyyeti ve zeka seviyyesi bu zamanki ile eyni de deyil,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Yaxsidaa Nesib kusme menden incime menden ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burda belə deyirik amma o itler uşaqlara hücum edir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hə yalandan şəhid xəbərleri döyüş kadrları hamını deli edirdiler,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Seviye yox mentiq yox baş yox dusunce yox ele agiz var boş danişir ),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bir iki hacımız var gəlin onu da daş qalaq edək nə yib icirsize siz maraqlıdı mənə bir şey görən kimi bu budu o budu qolayaq belə edək siz Allah bəsdirin uşaq uşaq danisdiz,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Məndə yazılır ki,yenidən cehd edin hesaba girmir",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onda muharibədə dayanacaq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qəza olmasın bizimkilər vursun əsas odu ölüblər,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biyabırçılıq baş alıb gedir millətin axırı hara gedəcək bilinmir e,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Desmal kime lazimdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bambili,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Israil sene lopaga yardim edib?,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Əcəlin müddətini uzatmaq üçündə beyin deyə bir şey var . O dənizə girməsəydi bu gün yaşasaydı əcəl hara baxacaqdı?,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Qaqa bilet ne elaqe o samalyot normal di 300 400 manatdan başlamagi qiymetinden xeberiniz yoxdur turkiyede bir ucdan bir uca avtobus. Bele 1 neferi 150 manata aparir plus bagaj pulu alirlar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amerikanka ic görəcəksən acini ,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Nazir zad mənlik deyir icra başçısı olum bəsimdi),0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Bu adamın yerinə and içirəm ki,iranski şiəsən,deyir ki yox.yazdığı şeyləri dərk etmir.ona görə yaşını soruşdum,onu da demir",1.0,1.0,0.0,0.0,0.0,0.0,1.0
Boşaldın,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"İsrail hava qaranlıq olanda yanacaq əlavə edə bilmədiyi üçün təyyarə ilə hücum edə bilmir, yalnız raket atır. Bu halda İsrailin gecə hücumları zəif görünür. Gecə F-35-lər İranda olmadığından, İran da hücumlarını gecə saatlarında edir ki, dəqiq hədəf təyini mümkün olmasın.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
İnanmiram kabeller cox cox derinden gedir.+ Kabellerin ona dexlisi yoxdu sadece internet kabelleridi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İranda soxb oturub,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Gəlinbacı yamandıe ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Səhv anlaşılacam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anlayisnan qarsilayaq ‍ Azerbaycanliyiq hamimiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamale xanim,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men niye ortalığda gedireme,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abi xidmetleri varee Kelbecerde gunlerle dagdan dusmeyib ermeni basi getirib her gelende)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"bədbəxt,dediyin sözlərə görə, istənilən atası vəfat edən qız məhkəməyə verib dodaqlarundakı gelə kimi ala bilər mənəvi ziyana görə,ama bu durub hələ təhdid də eləməyə cürəti var,göndərün bunu Har(da)varı birdə oxusun,atası Şəhid olanlar var,cavan yaşda atasız qalanlar var,üzr istəməydən durub nə danışır.",0.0,1.0,0.0,0.0,0.0,0.0,1.0
İşgəncə versinlər,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Hakimin yanında tiblisi vare,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sonra nə oldu? İndi baboşa evdə verildi.,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Tapsirigimi vermisem dedim canli baxacam sene nese bir sey gorsem qanin getdi))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abi deyəsən çöldəki aparatı eve qosumusuz evdeikin çölə,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Men o zamanları özledim ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1- oxuma problemi sizde imiş deyen kimiydi? 2- Özünüzdə qəbul elediniz ki ciddi yazmısız. Ciddi yazmağla mizah arasında dağ boyda fərq var.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heç biride heçnə etmedi yalnız sözde bəyanatlar birde cahilce etirazlar fso,0.0,1.0,0.0,0.0,0.0,0.0,1.0
İndi üzə deyə bilmiyən qaqaşlar gəlib başlıyacağki tanış olurlar zad,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Bunum kimilərini bölmədə yaxşıca başa salmalıdırlar ki birdə belə qələt eləməsinlər!!!,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Uşağlar nə olur olsun paşinyan bir ermənidir ermənidən bizə dost olmaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zərərçəkmişdən şikayət edən varmı ki?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fso isi cix altindan yukun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mənim dinim var şükür Allaha müsəlmanam Ama farsların danışdıq yazdığı təbliğ elədiyi heç nəyə həc kimə inanmıram !!!!,1.0,0.0,0.0,0.0,0.0,0.0,1.0
yezidəm mən,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bu meydan buda şeytan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buglamasin cox sevmirem duzu...qizartmasi qesengdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Həkim xəstəyə baxıb mastubrasiya etmir ki, öz işini icra edir əməliyyat edir",0.0,0.0,0.0,0.0,1.0,0.0,1.0
Olum çok üzüldüm lan,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Lüsttürnen cekiib deyesen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuriyye nedi?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dogrusu gormemisem abi ) indi ilk senden bildim),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ona görə polis nə edirsə doğru edir.Dünya dərəbəylik deyil !,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dislikə atir sənə,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Satılan torpaq deyib durmjsuz ? Yəhudiləri Avropadan lat-lüt qovmadılarmı ? Gəmilərə doldurub gətirib fələstinə tökmədilərmi ? Hər şeyinj itirib qaçan adam əcəba torpaq alacaq pulu haradan alıb ?bu bir İkinci ,elə pulu varıydısa,çöllükdən ,səhradan pulla yer almaq yerinə gedib london ,vaşinqton ,madrid ,romadan ev alaydı da Nə məcbjr jdi ,gəlib buradan almaq ? Siz müxatablarınızı ağılsızmı zənn edirsiz ?",1.0,1.0,0.0,0.0,0.0,0.0,1.0
by by azercell,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sizin başa düşməməyiniz normaldı, sadə sistemi düşünüb başa düşmürsünüz bunu necə başa düşəcəksiniz",0.0,1.0,0.0,0.0,0.0,0.0,1.0
əlbətdə onu unutdum israil dunyanin ən gunahsiz ən duzgun və əsl musəlman olan olkəsidi bunu demədiymə gorə uzurlu bilərsiz kəni yəqin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Tüpürüm bele ərlerin kişiliyine,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Bizde qiraqdayiq o penalti meni yandirdi hec olmuya varatarin bir eline ayaqina deyerdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buna kim tırka verib,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Heç bir şey etməyəcəm niyə etməliyəm ki tutmuşam cəzasını çəkir fso qorxutma və ya işgəncə bu səbəbə görə axı acizlikdi əgər hə o insanlıqdan qeyri hərəkət edibsə hə işgəncə olar amma etdiyi hərəkətinə görə amma əl açılıb nə bilim sənə sevinməsinə görə yox bu acizliyini göstəricisidir. Mərd davranmaq lazımdır.,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Təkamül nədi?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hansi yetime getdi bu,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Bizdə tiktoktan doğru düzgün istifadə edə bilmirlər, başqa ölkələrdən paylaşılan globala çıxan videoları görəndə adamın marağına sahib olur, ama bizdə düşük düşük düşüblər ağızlarına gələni danışırlar ki nə var nə var 100-150 jeton gələcək, bizdə tiktokun canlı hissəsi bağlanmalıdı",0.0,1.0,1.0,0.0,0.0,0.0,1.0
Portuqaliyadan bura 8 saatdı?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olmaz anam qoymur ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abır həya yoxdu bunlarda ALLAH islah etsin bunları,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sağ üst 3 nöqte qrupdan cix basın,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bütün qrupumuz 5 ci kursdu da, hamımız qiyabiyik",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dəlixanada qalacağına inanırlar  (Əgər) orda qalacaqsa doğru qərardı hər gün əzab çəksin deyə. Ama bir müddət sonra ordan da qurtulacaq.,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Onsuz səndən şüphələnmisdim . Ki sene dünyalı deyilsen. Düz çıxdı),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yadınlza salın düşəcək yadınıza,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sən ağıllısan indi?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avropanı tərifləyənlər onlardan ötrü özlərin şəhid edən taxtabaşla niyə danışmır,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Sizcə, tiktok olmasa, başqa platforma olmayacaq?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sənin bacının xirtəyinə qurrarım,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Bu itin qarnından çıxan rus dan zaddan qorxmur.Adami da yandıran. Budu ...,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Ərgən böyü biraz,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Kef elə 3 günlük dünyadı istiyirsən 10 dənə al,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amerika ilə İran israil üzərindən diyusəcəklər,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Elee? Yaxsi))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Özüm kəndiçi olaraq kənd yerin şəhər vermir,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trip,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urrrrreyyyyy canıma dəysin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sona qədər getsə məhv edər,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İstəməsən qəsən 5 qardas gelirdi neyse,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onda kiri ,0.0,0.0,1.0,0.0,0.0,0.0,1.0
yazin gorusek,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fsoda Bezdik daha rahat qoymuyacaqlar,0.0,1.0,0.0,0.0,0.0,0.0,1.0
O ne lan,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Əvvəl 7 ilə məryəmin bir didişməyi var idi gəl.görəsən,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biz uje nece dəfə qoymuşuğ,0.0,1.0,1.0,0.0,0.0,0.0,1.0
No qardaşında var,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senin cavanini verim de men din oglu demeli yazmisannki gelib qizisdirib gedirsen camat it zadi qizisa he ? Qaldida ki yazanda dusun yaz bayaqdan mentiqden danisirdin ok,0.0,1.0,0.0,0.0,0.0,0.0,1.0
İndi lənətləyəcəm səni.,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Almatıda oldu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
birde herşeyi levengileyirik)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goresen Delixanadan cixannan sora kimi oldürecek ?,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Neyide unutsan onu eslaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20 ya yaxin olke gezdim bunu yaddan çixarmiyin dünyada en güzel millet Azerbaycan milleti di,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sildim geti nolacagki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mən yola gedəcəm səbrli insanam,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sabahin xeyir zelzeleni hiss etmemisen?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
men tek bu videoya gore demirem medeniyet terbiye cehetden deyirem ictimai yerlerde olanlari deyirem qaqaş,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sən hələ burdasan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arani qızışdırıb hara qaçmısan ?),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bu şeydide o erkekler adam değil deyenlerden,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Allahm nolar ele pis insanara turmede besdeyb saxlayana kimi oldurmulerki hami goz qorxa pis insanar,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Okey, bu orda normaldır. Çünki, heç kim bir birinə qarşı qeyri cinsi hislər duymur. Burda isə, kişicik taksi, avtobus gözləyən xanımın qarşısında cinsi orqanını oynadır, bu düzgün deyil",0.0,0.0,0.0,0.0,1.0,0.0,1.0
4 il evvel olanlari 1 ay erzinde unutdurdular qaldi ki bu samalyot sohbeti,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hesab yadan çıxıb ya fırladıblae?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cem ölənlerive,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Eclaff gede,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Problem özlərində,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Yerli öyrene ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bahem inwaAllah ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Onu tam dəqiq bilmədim hansını dedilər,ama bayaq verilişdə Elçin Əlibəyli dedi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kas sənidə bez zvuka atsa biri kurtulsak,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Qapıçı heç, müdafiəçi aparmayıblar",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salam +,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biqeyrət harda olsa biqeyrətdir.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Səsi saxlayasan bəlkəm,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Onu eşitdim ama sohbet neden gedir anlamadım.Xeyli techizat gonderibler bayaq ora,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sən birincisi danışıqa fikir ver opsi millet haqqında danışma,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Belə prezident axtararlar? Elə bil kənddə keçi itib)))),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bəzi evlərindən bi xəbərlər özlərin apara bilmirlər . Əlləriniz dərd görməsin qaqaş Ama səf eləmisiz gərək tək tutub şikəst olana kimi doyərdiz,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Astarada tam sakitlikdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vaxdinda terbiye vermiyib,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Alekuma salam ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sizi ifaşçı qızlar günün qara eləmsiz padxodnik oğlanların))),0.0,1.0,0.0,0.0,0.0,0.0,1.0
He radari sile bilib iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qorxaq yaltaq bir milləte kim inananar,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Cəhənnəmdə VİP yeri hazırdı,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Azərbaycanda mizah anlayışı artır,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Başını buraxın,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qaqa deyəsən Qalatasaray oyunun qollarını izləyirsən təkrar,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neye deyirsen de gedib o galinvagere deyme  şükür gedib kasıb kusuba deydi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Cccp bilmey isdeyirsiz gedin nenenizle babanlzla danışın,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ə di bitirin dana,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Derdinden ölürük,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İzdiham vardi deyə özləri elə dedilər ki cammat dağilsin sora,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artık diyil,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Səsi gələndə infarkt kecirer adam ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dexlisi nedi..ona Qalsa Qarabagida şor çorek yeyen igidler aldi yag bal yeyenlet yox..bele muqayise olmaz .savadsiz yiqini..,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Yoxeee istəmirəm qəlbimi qirdiz1 gun nədirki deyirsiz isə gəlmirsiz,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Heç Allah xeyir verməsin,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Birincisi arvad nedir, ikincisi de bu Xanım nese gelininden yanıqlıdır,qızım sene deyirem gelinim sen eşit misali danışır.",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Yazı ışıqlar içinde yatsın,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fisyo həbs edilməlidi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bu deqiqe sohbet Xankendi sohbetidi ),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sən turanın pirzdeneti sən,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Lunev yaxşı qapıçı deil mən bunu Kəpəz Qarabağ oyununda 1:1 oynuyanda Lunevin buraxdığı qolu görəndə başa düşdüm,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Hansı ara fikirləşdin sən bunu),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qanunla prakraturaya verilmelidi heleki ama deyen deyiller),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bu düşüncə sovetdən beynimizdən çıxarılmalı idi siz gerçəklikləri görmək istəmirsiz sadəcə əgər elə olacaqsa sən Turanı da yaddan çıxar,0.0,1.0,0.0,0.0,0.0,0.0,1.0
evdar kişilər kimi neçə gündü oturub səni axtarırama baxıram‍️,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Tema lazmdıda,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sus be,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Adi nömre kimi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hee sakit havaa tustu duz cixireee)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aranı qatmaq istəyirlər ki, sülh olmasın. Ona görə işimizə yaramır. Yoxsa olseler yaxşıdır",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Tam tərsi görsənir burda))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sen öl bele getse öldurersen sen meni,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Tutub salasan tepiyin altina it balasi kimi cirpasan yumurtanida soxasan xirtdeyine,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Birdənə özüvü gör bax nə görsən axrin necə olcağ )),0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Hər birini bilmir,çünki yüzlərlə arsenal var yerin altında İranda",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avropa da olmuşam hammı 1 1 rinə hörmətlə yanaşır çöldə 1 nəfər lüt gəzsədə çonüb baxmırlar ama bizdə keçsə ağızlarınan su axır yerə,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Rusun köku kesilsin, inşallah",1.0,0.0,0.0,1.0,0.0,0.0,1.0
indi deyerdim bu qeder camahat var neyse,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doydum şükür,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yak bi siqara),0.0,0.0,1.0,0.0,0.0,0.0,1.0
Ona gore deyirler pis ol bextin olsun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onu yoldan goturəcəklər,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MƏN SİZƏ YANIT VERMİŞƏM? ÖZÜNÜZÜ ORTALIĞA NİYƏ ATIRSINIZ ? KİMƏ GÜLƏRƏM ÖZÜM BİLƏRƏM. ÖZ İŞİNİZLƏ MƏŞĞUL OLUN,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Allah seni var elesin emioglu tebrikler bir daha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nə təbriki,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hər nə etsələr dəə nə fərqi? Qadın çəkməsəydi videoya heç o cərimə də edilməyəcəkdi. Tacizə məruz qalan da qadındı günahkar çıxarılan da‍,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Maasini kesecem,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olar biler her şey olabiler,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vah menim beynime ele meni zibile salan beynimdide serefsiz demey meni ölü bilirmis hee?)),0.0,1.0,1.0,0.0,0.0,0.0,1.0
Bu ne mentiqdiye ala indi gel 1 saat dinleri qinayin,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Ele abi gor neynirsen?))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allah qorusun butun əsgər və zabitlərimizi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boladıdansan ta sperdandan ?,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Tesekkur ️,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sübutun biri elə səngərdə bizim səngərə daş atan ograş əsgəri sübut deyilmi?,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Hakim üçün konkret əhməd lazımdı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abır həya qalmayıb.,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bir tərəfli düşünürsüz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Çox sağol bahem))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gedəcək də?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dünən biri var idi oda əsəbləşdi ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ərəblər özləri ABŞ və Qərbin tulalarıdır, gedin öz dərdinizi çəkin, onlardan bir dövlət olaraq nəsə xeyir də görməmişik onsuzda.",1.0,1.0,0.0,0.0,0.0,0.0,1.0
"Prezident üzdə başqa cür ola bilər,onun bizə aidiyyatı yoxdur.ancaq bizə heç kim zorla demir ki,rusu sevməlisən.malı mala qatma.savadın yoxdursa aç son 200 ilin tarixinə bax heç olmasa",0.0,1.0,0.0,0.0,0.0,0.0,1.0
Bavariya ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hansı universtetdə oxuyursuz?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yenədə deyirəm heç kim istəmir müharibə olsun amma onlar buna hazırlaşırlar. Azərbaycan da istəyərki sülh olsun daxili problemlərə vaxt ayırsın,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nə olur olsun müharibələr bitsin. Amma bu müharibədə Rusiyanın da çox güclü dövlət olmadığı göründü ‍mən Rusiyanı çox güclü dövlət sanırdım,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xeyr öz hesablarına gedir çoxu.. əksəriyyəti də evlərini satıb gedirlər. Elə mənim yaşadığım məhlədə neçəsi elə edib,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Futbol yasaqlansin)))))) shiddete davam),0.0,1.0,0.0,0.0,0.0,0.0,1.0
Nencede bizim dilde danışır kimdir ki o qoca,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Elbetdeki adam ele bil dogmalarin gorure,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Az tv küləyləməydən başqa hecnə bilmir,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Loru dildə belə,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Məndə səy səy ciddi anlayırame,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Allah ikincini göstermesin yoxsa hele çox qızlarımız gözu yaşlı qalardı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O işləri ərəbçilər yəhudçilər bacarər,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Pirimi o kasmadi serfin var,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Sakit ol bayquş,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Xeyr əsla,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ele insanlar yaşamamalidi,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Allah edə evdə dəm qazı problemi ola,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Beli eyni bucür olub menim qardaşım sırf o zonada döyüşüb dayım oğlu da hər ikisi eyni sözü dediler ki sırf iranlilara görə necə gün itirdik+ orda əkilən narkotik sahələrində hamının yaxşı yadındadır,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Salam kim belə dilləyə bilər,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Hə ee bir vaxdıda o temaydı,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gözuvun içinə kimi yalan deyirsən )),0.0,1.0,0.0,0.0,0.0,0.0,1.0
